Best: 42060.801 d 57939.199 d% 0.579 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 1.120s)
Best: 41936.498 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.398s)
Best: 41936.498 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.161s)
Best: 41930.271 d 6.227 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.964s)
Best: 41930.271 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.273s)
Best: 41917.851 d 12.420 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.397s)
Best: 41910.841 d 7.010 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.959s)
Best: 41897.548 d 13.293 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.943s)
Best: 41875.577 d 21.971 d% 0.001 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.423s)
Best: 41870.170 d 5.407 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.348s)
Best: 41861.659 d 8.511 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.239s)
Best: 41857.916 d 3.743 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.348s)
Best: 41851.747 d 6.169 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.274s)
Best: 41848.786 d 2.961 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.357s)
Best: 41839.244 d 9.542 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.291s)
Best: 41839.244 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.472s)
Best: 41835.289 d 3.955 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.526s)
Best: 41833.522 d 1.767 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.414s)
Best: 41830.964 d 2.559 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.723s)
Best: 41828.455 d 2.508 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.300s)
Best: 41827.821 d 0.634 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.576s)
Best: 41826.115 d 1.706 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.347s)
Best: 41824.967 d 1.148 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.478s)
Best: 41822.860 d 2.107 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.373s)
Best: 41821.896 d 0.965 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.282s)
Best: 41820.912 d 0.983 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.864s)
Best: 41819.085 d 1.828 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.249s)
Best: 41818.148 d 0.937 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.311s)
Best: 41817.721 d 0.427 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.557s)
Best: 41817.212 d 0.509 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.633s)
Best: 41816.394 d 0.818 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.310s)
Best: 41815.865 d 0.529 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.481s)
Best: 41815.675 d 0.190 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.719s)
Best: 41815.277 d 0.398 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.383s)
Best: 41814.962 d 0.314 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.278s)
Best: 41814.834 d 0.129 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.299s)
Best: 41811.831 d 3.002 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.879s)
Best: 41809.782 d 2.049 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.421s)
Best: 41808.258 d 1.525 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.336s)
Best: 41806.319 d 1.939 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.426s)
Best: 41805.703 d 0.616 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.765s)
Best: 41803.821 d 1.882 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.382s)
Best: 41802.782 d 1.040 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.402s)
Best: 41802.398 d 0.384 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.587s)
Best: 41800.933 d 1.464 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.241s)
Best: 41800.184 d 0.749 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.232s)
Best: 41799.158 d 1.026 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.421s)
Best: 41798.174 d 0.984 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.033s)
Best: 41797.845 d 0.329 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.378s)
Best: 41797.146 d 0.699 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.335s)
Best: 41796.804 d 0.342 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.017s)
Best: 41796.326 d 0.478 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.972s)
Best: 41795.562 d 0.764 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.729s)
Best: 41795.399 d 0.163 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.495s)
Best: 41794.938 d 0.461 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.648s)
Best: 41794.819 d 0.118 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.299s)
Best: 41793.796 d 1.023 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.269s)
Best: 41790.970 d 2.826 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.470s)
Best: 41789.382 d 1.588 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.401s)
Best: 41787.296 d 2.086 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.453s)
Best: 41786.741 d 0.555 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.317s)
Best: 41783.799 d 2.943 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.450s)
Best: 41783.466 d 0.333 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.076s)
Best: 41782.261 d 1.206 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.230s)
Best: 41781.845 d 0.416 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.133s)
Best: 41780.635 d 1.210 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.369s)
Best: 41779.893 d 0.742 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.434s)
Best: 41778.448 d 1.444 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.286s)
Best: 41778.242 d 0.207 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.380s)
Best: 41777.593 d 0.649 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.505s)
Best: 41777.187 d 0.405 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.367s)
Best: 41776.035 d 1.152 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.297s)
Best: 41776.035 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.224s)
Best: 41775.737 d 0.298 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.300s)
Best: 41775.463 d 0.274 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.203s)
Best: 41775.327 d 0.136 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.385s)
Best: 41775.205 d 0.122 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.958s)
Best: 41775.032 d 0.173 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.463s)
Best: 41774.874 d 0.158 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.515s)
Best: 41774.671 d 0.203 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.386s)
Best: 41774.523 d 0.148 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.407s)
Best: 41774.431 d 0.092 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.374s)
Best: 41774.354 d 0.078 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.316s)
Best: 41774.317 d 0.036 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.283s)
Best: 41774.281 d 0.036 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.311s)
Best: 41774.238 d 0.043 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.337s)
Best: 41774.206 d 0.032 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.513s)
Best: 41774.180 d 0.027 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.565s)
Best: 41774.153 d 0.027 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.129s)
Best: 41774.116 d 0.037 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.317s)
Best: 41774.115 d 0.001 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.295s)
Best: 41774.099 d 0.015 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.309s)
Best: 41774.096 d 0.004 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.036s)
Best: 41774.091 d 0.004 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.561s)
Best: 41774.088 d 0.003 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.293s)
Best: 41774.087 d 0.002 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.642s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 5.996s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.341s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.495s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.587s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.671s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.516s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.356s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 5.877s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.295s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.174s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.825s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.246s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.597s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.293s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.417s)
Best: 41774.087 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.574s)
Best: 41772.903 d 1.184 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.710s)
Best: 41760.891 d 12.012 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.285s)
Best: 41757.966 d 2.925 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.402s)
Best: 41750.578 d 7.388 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.352s)
Best: 41737.045 d 13.533 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.337s)
Best: 41732.047 d 4.997 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.499s)
Best: 41721.098 d 10.950 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.694s)
Best: 41718.906 d 2.191 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.335s)
Best: 41717.072 d 1.834 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.276s)
Best: 41715.592 d 1.480 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.305s)
Best: 41710.518 d 5.074 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.840s)
Best: 41709.356 d 1.162 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.294s)
Best: 41707.240 d 2.116 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.450s)
Best: 41703.426 d 3.814 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.349s)
Best: 41703.157 d 0.269 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.299s)
Best: 41701.588 d 1.569 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.396s)
Best: 41701.588 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.007s)
Best: 41699.989 d 1.600 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.321s)
Best: 41699.850 d 0.139 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.875s)
Best: 41698.142 d 1.708 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.463s)
Best: 41698.133 d 0.009 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.521s)
Best: 41697.663 d 0.469 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.553s)
Best: 41697.143 d 0.520 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.689s)
Best: 41697.037 d 0.106 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.314s)
Best: 41696.622 d 0.416 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.390s)
Best: 41696.419 d 0.203 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.092s)
Best: 41696.181 d 0.237 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.311s)
Best: 41696.074 d 0.107 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.319s)
Best: 41696.022 d 0.052 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.427s)
Best: 41695.969 d 0.053 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.315s)
Best: 41695.909 d 0.060 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.370s)
Best: 41695.861 d 0.048 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.354s)
Best: 41695.827 d 0.034 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.255s)
Best: 41695.807 d 0.019 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.936s)
Best: 41695.791 d 0.016 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.463s)
Best: 41695.779 d 0.013 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.289s)
Best: 41695.763 d 0.015 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.510s)
Best: 41695.756 d 0.007 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.865s)
Best: 41695.753 d 0.003 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.384s)
Best: 41695.750 d 0.003 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.348s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.224s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.016s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.408s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 5.791s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.244s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.387s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.756s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.535s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.609s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.599s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.050s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.354s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.456s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.634s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.456s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.465s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.562s)
Best: 41695.750 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.713s)
Best: 41693.428 d 2.322 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.134s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.210s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.385s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.294s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.558s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.667s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.559s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.648s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 5.953s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.402s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.375s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.269s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.041s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.282s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.370s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.654s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.323s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.698s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.327s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.175s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.084s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.430s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.038s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 5.885s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 5.923s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.624s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.451s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.437s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.563s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.247s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.404s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.255s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.513s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.300s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.326s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.960s)
Best: 41693.428 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 5.960s)
Best: 41690.802 d 2.626 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.349s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.588s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.099s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.447s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.552s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.217s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.526s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.722s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.315s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.253s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.378s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.178s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.353s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.144s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.287s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.553s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.263s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.112s)
Best: 41690.802 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.426s)
Best: 41688.049 d 2.752 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.299s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.370s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 6.481s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.504s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.388s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.3; genome rate 0.5; dna rate 0.5) (time 6.300s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.236s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 5.964s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.1; genome rate 0.99; dna rate 0.99) (time 6.384s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.302s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.127s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.1; genome rate 0.5; dna rate 0.5) (time 6.363s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.429s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.409s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.382s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.280s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.516s)
Best: 41688.049 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.115s)
Best: 41687.908 d 0.141 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.744s)
