Best: 38200.625 d 61799.375 d% 0.618 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 1.284s)
Best: 37015.338 d 2.114 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.515s)
Best: 37003.086 d 12.252 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.433s)
Best: 36997.210 d 5.876 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.507s)
Best: 36982.053 d 15.157 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.456s)
Best: 36977.014 d 5.039 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.322s)
Best: 36965.844 d 11.169 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.620s)
Best: 36935.849 d 29.996 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 7.003s)
Best: 36929.827 d 6.022 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.622s)
Best: 36929.827 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.943s)
Best: 36929.827 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.463s)
Best: 36909.248 d 20.579 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.541s)
Best: 36905.063 d 4.185 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.517s)
Best: 36905.063 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.544s)
Best: 36890.775 d 14.288 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.496s)
Best: 36877.753 d 13.022 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.526s)
Best: 36854.144 d 23.609 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.469s)
Best: 36847.424 d 6.720 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.516s)
Best: 36847.424 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.979s)
Best: 36833.270 d 14.154 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.448s)
Best: 36827.553 d 5.717 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 7.052s)
Best: 36791.769 d 35.784 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.613s)
Best: 36787.975 d 3.794 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.307s)
Best: 36773.524 d 14.450 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.530s)
Best: 36773.524 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.501s)
Best: 36773.524 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.397s)
Best: 36758.737 d 14.787 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.449s)
Best: 36758.737 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.513s)
Best: 36756.792 d 1.945 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.519s)
Best: 36742.851 d 13.941 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.709s)
Best: 36742.851 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.431s)
Best: 36742.851 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.642s)
Best: 36732.162 d 10.689 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.630s)
Best: 36723.651 d 8.511 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.643s)
Best: 36723.651 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.615s)
Best: 36715.301 d 8.351 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.466s)
Best: 36715.301 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.493s)
Best: 36709.811 d 5.490 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.520s)
Best: 36709.811 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.584s)
Best: 36707.747 d 2.063 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.506s)
Best: 36694.982 d 12.766 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.534s)
Best: 36683.607 d 11.375 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.649s)
Best: 36647.327 d 36.279 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.704s)
Best: 36647.327 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.467s)
Best: 36646.673 d 0.655 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.543s)
Best: 36620.561 d 26.111 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.557s)
Best: 36599.654 d 20.907 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.534s)
Best: 36599.654 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.556s)
Best: 36596.831 d 2.823 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.507s)
Best: 36571.991 d 24.840 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.778s)
Best: 36541.317 d 30.673 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 7.041s)
Best: 36541.252 d 0.065 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.484s)
Best: 36541.252 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.407s)
Best: 36534.270 d 6.982 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.764s)
Best: 36534.270 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.118s)
Best: 36507.807 d 26.463 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.428s)
Best: 36507.807 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.526s)
Best: 36507.807 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.691s)
Best: 36507.807 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.439s)
Best: 36507.807 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.170s)
Best: 36495.721 d 12.086 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.364s)
Best: 36478.839 d 16.882 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.430s)
Best: 36478.839 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.815s)
Best: 36470.167 d 8.672 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.535s)
Best: 36455.838 d 14.329 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.875s)
Best: 36455.838 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.604s)
Best: 36455.838 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.570s)
Best: 36432.912 d 22.925 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.762s)
Best: 36405.671 d 27.242 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.471s)
Best: 36385.148 d 20.523 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.183s)
Best: 36385.148 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.383s)
Best: 36366.916 d 18.231 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.513s)
Best: 36365.368 d 1.548 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.435s)
Best: 36346.607 d 18.761 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.570s)
Best: 36343.093 d 3.513 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.104s)
Best: 36329.509 d 13.585 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.393s)
Best: 36323.907 d 5.602 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.271s)
Best: 36323.907 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.675s)
Best: 36299.352 d 24.554 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.136s)
Best: 36299.352 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.488s)
Best: 36293.252 d 6.101 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.341s)
Best: 36293.252 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.575s)
Best: 36293.252 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.956s)
Best: 36287.666 d 5.586 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.601s)
Best: 36266.626 d 21.040 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.560s)
Best: 36262.339 d 4.286 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.565s)
Best: 36262.339 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.814s)
Best: 36262.303 d 0.036 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.456s)
Best: 36254.750 d 7.553 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.952s)
Best: 36244.132 d 10.618 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.450s)
Best: 36238.891 d 5.241 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.142s)
Best: 36222.207 d 16.685 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.047s)
Best: 36219.773 d 2.434 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.101s)
Best: 36219.773 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.599s)
Best: 36200.436 d 19.337 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.256s)
Best: 36185.296 d 15.139 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.112s)
Best: 36185.296 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.489s)
Best: 36178.970 d 6.326 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.515s)
Best: 36178.970 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.563s)
Best: 36178.970 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.695s)
Best: 36178.970 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.589s)
Best: 36178.970 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.260s)
Best: 36154.587 d 24.383 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.278s)
Best: 36133.082 d 21.505 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.517s)
Best: 36133.082 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.526s)
Best: 36121.132 d 11.950 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.479s)
Best: 36121.132 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.518s)
Best: 36121.132 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.533s)
Best: 36121.132 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.381s)
Best: 36110.876 d 10.256 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.398s)
Best: 36095.455 d 15.421 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.712s)
Best: 36083.281 d 12.175 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.957s)
Best: 36080.287 d 2.994 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.088s)
Best: 36080.287 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.158s)
Best: 36080.287 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.683s)
Best: 36080.287 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.910s)
Best: 36075.481 d 4.806 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.460s)
Best: 36073.968 d 1.513 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.808s)
Best: 36060.885 d 13.082 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.544s)
Best: 36040.186 d 20.699 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.420s)
Best: 36040.186 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.526s)
Best: 36037.646 d 2.540 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.498s)
Best: 36037.646 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.574s)
Best: 36037.646 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.348s)
Best: 36037.646 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.490s)
Best: 36037.646 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.481s)
Best: 36034.881 d 2.765 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.427s)
Best: 36022.080 d 12.801 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.838s)
Best: 36019.988 d 2.091 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.854s)
Best: 36019.988 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.506s)
Best: 35991.363 d 28.626 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.862s)
Best: 35991.363 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.510s)
Best: 35979.595 d 11.767 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.468s)
Best: 35979.595 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.515s)
Best: 35978.743 d 0.852 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.707s)
Best: 35975.316 d 3.427 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.668s)
Best: 35975.316 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.066s)
Best: 35972.815 d 2.501 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.734s)
Best: 35944.795 d 28.020 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.833s)
Best: 35922.268 d 22.527 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.118s)
Best: 35922.268 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.454s)
Best: 35921.978 d 0.290 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.501s)
Best: 35905.945 d 16.033 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.381s)
Best: 35905.945 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.599s)
Best: 35901.085 d 4.860 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.471s)
Best: 35874.350 d 26.736 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.598s)
Best: 35873.073 d 1.277 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.447s)
Best: 35873.073 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.433s)
Best: 35865.819 d 7.254 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.419s)
Best: 35828.716 d 37.103 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.676s)
Best: 35828.716 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.409s)
Best: 35828.716 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.470s)
Best: 35828.716 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.447s)
Best: 35808.037 d 20.679 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.542s)
Best: 35808.037 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.133s)
Best: 35808.037 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.989s)
Best: 35797.347 d 10.690 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.441s)
Best: 35797.347 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.499s)
Best: 35793.426 d 3.921 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.422s)
Best: 35793.426 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.275s)
Best: 35793.426 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.621s)
Best: 35771.024 d 22.401 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.738s)
Best: 35771.024 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.485s)
Best: 35766.305 d 4.719 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.484s)
Best: 35766.305 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.466s)
Best: 35766.305 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.507s)
Best: 35756.071 d 10.234 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.541s)
Best: 35754.700 d 1.370 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.438s)
Best: 35749.581 d 5.119 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.505s)
Best: 35728.775 d 20.806 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.443s)
Best: 35724.375 d 4.400 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.494s)
Best: 35723.208 d 1.167 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.876s)
Best: 35694.294 d 28.914 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.492s)
Best: 35689.509 d 4.784 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.242s)
Best: 35689.509 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.218s)
Best: 35689.509 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.792s)
Best: 35689.509 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.935s)
Best: 35688.293 d 1.217 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.598s)
Best: 35680.784 d 7.508 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.908s)
Best: 35680.784 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.278s)
Best: 35678.765 d 2.019 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.759s)
Best: 35667.531 d 11.233 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.472s)
Best: 35667.531 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.447s)
Best: 35667.531 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.876s)
Best: 35667.083 d 0.449 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.577s)
Best: 35663.672 d 3.410 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.982s)
Best: 35656.173 d 7.500 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.421s)
Best: 35641.103 d 15.070 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.489s)
Best: 35639.218 d 1.885 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.694s)
Best: 35639.218 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.288s)
Best: 35639.218 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.720s)
Best: 35639.218 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.014s)
Best: 35627.559 d 11.659 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.451s)
Best: 35627.559 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.141s)
Best: 35627.559 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.387s)
Best: 35606.043 d 21.516 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.560s)
Best: 35606.043 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.256s)
Best: 35606.043 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.285s)
Best: 35586.079 d 19.964 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.554s)
Best: 35579.444 d 6.635 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.605s)
Best: 35579.444 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.425s)
Best: 35572.701 d 6.743 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.479s)
Best: 35554.010 d 18.691 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.761s)
Best: 35554.010 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.960s)
Best: 35554.010 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.733s)
Best: 35549.055 d 4.955 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.469s)
Best: 35523.236 d 25.819 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.175s)
Best: 35523.236 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.705s)
Best: 35521.263 d 1.972 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.685s)
Best: 35521.263 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.864s)
Best: 35521.263 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.515s)
Best: 35497.129 d 24.135 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.461s)
Best: 35487.555 d 9.574 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.561s)
Best: 35487.555 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.251s)
Best: 35472.430 d 15.125 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.420s)
Best: 35472.430 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.788s)
Best: 35463.085 d 9.345 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.320s)
Best: 35463.085 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.704s)
Best: 35458.882 d 4.203 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.498s)
Best: 35458.882 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.555s)
Best: 35443.050 d 15.832 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.416s)
Best: 35443.050 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.612s)
Best: 35443.050 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.682s)
Best: 35443.050 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.494s)
Best: 35432.520 d 10.531 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.983s)
Best: 35432.520 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.196s)
Best: 35425.801 d 6.719 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.550s)
Best: 35425.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.486s)
Best: 35423.306 d 2.495 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.554s)
Best: 35423.306 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.427s)
Best: 35423.306 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.377s)
Best: 35423.306 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.517s)
Best: 35414.453 d 8.853 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.439s)
Best: 35403.771 d 10.682 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.565s)
Best: 35400.993 d 2.778 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.759s)
Best: 35396.231 d 4.762 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.596s)
Best: 35384.503 d 11.728 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.215s)
Best: 35384.503 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.055s)
Best: 35369.871 d 14.633 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.553s)
Best: 35369.871 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.515s)
Best: 35355.360 d 14.511 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.471s)
Best: 35355.360 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.445s)
Best: 35355.360 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.504s)
Best: 35343.912 d 11.448 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.533s)
Best: 35340.556 d 3.356 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.926s)
